0.000000000000000000e+00 7.901549248254085000e+14 8.010516876831823334e+35 9.090750208727276434e+34 0.000000000000000000e+00 -8.014154251202197932e-01 0.000000000000000000e+00 1.128840891509397389e+21 -2.103677678417140120e-18
1.266659832777555295e+02 7.901549132684932500e+14 8.010516746372635934e+35 9.090749942802135056e+34 7.587432861328127033e+21 -8.014154191574999198e-01 8.896557419252793918e-09 1.128840888143916302e+21 -4.707435721837613413e-11
2.533319665555110589e+02 7.901548785977482500e+14 8.010516354995092918e+35 9.090749145026758885e+34 6.069946059225018296e+22 -8.014154012693405216e-01 3.558622859759129827e-08 1.128840878047473435e+21 -9.414871255589396001e-11
3.799979498332666026e+02 7.901548208131752500e+14 8.010515702699216422e+35 9.090747815401258601e+34 2.048606693136713573e+23 -8.014153714557422648e-01 8.006901218413484237e-08 1.128840861220069179e+21 -1.412230647305895588e-10
5.066639331110221178e+02 7.901547399147772500e+14 8.010514789485053670e+35 9.090745953925818672e+34 4.855956272784599648e+23 -8.014153297167060375e-01 1.423449052242737521e-07 1.128840837661704716e+21 -1.882974118616008096e-10
6.333299163887776331e+02 7.901546359025588750e+14 8.010513615352672547e+35 9.090743560600704730e+34 9.484288760486130751e+23 -8.014152760522332830e-01 2.224139037147798842e-07 1.128840807372380832e+21 -2.353717524673256267e-10
7.599958996665332052e+02 7.901545087765252500e+14 8.010512180302149789e+35 9.090740635426246972e+34 1.638884921598324525e+24 -8.014152104623259998e-01 3.202760026038052752e-07 1.128840770352099492e+21 -2.824460849330688614e-10
8.866618829442886636e+02 7.901543585366832500e+14 8.010510484333594603e+35 9.090737178402862295e+34 2.602488225417036235e+24 -8.014151329469864082e-01 4.359311956798581377e-07 1.128840726600862663e+21 -3.295204074444971333e-10
1.013327866222044236e+03 7.901541851830406250e+14 8.010508527447120620e+35 9.090733189531034004e+34 3.884763195612520088e+24 -8.014150435062173949e-01 5.693794753497558736e-07 1.128840676118672310e+21 -3.765947184534456630e-10
1.139993849499799808e+03 7.901539887156068750e+14 8.010506309642868035e+35 9.090728668811324723e+34 5.531234178013958672e+24 -8.014149421400218465e-01 7.206208333047568504e-07 1.128840618905531449e+21 -4.236690163451962698e-10
1.266659832777555266e+03 7.901537691343920000e+14 8.010503830920991801e+35 9.090723616244365332e+34 7.587425447274979988e+24 -8.014148288484034266e-01 8.896552597434009488e-07 1.128840554961442963e+21 -4.707432994384775269e-10
1.393325816055310952e+03 7.901535264394077500e+14 8.010501091281671959e+35 9.090718031830873409e+34 1.009886119797674087e+25 -8.014147036313661321e-01 1.076482743926617793e-06 1.128840484286410129e+21 -5.178175659854615048e-10
1.519991799333066410e+03 7.901532606306672500e+14 8.010498090725100354e+35 9.090711915571629252e+34 1.311106553573119859e+25 -8.014145664889142928e-01 1.281103273955679128e-06 1.128840406880437010e+21 -5.648918145044845057e-10
1.646657782610822096e+03 7.901529717081840000e+14 8.010494829251488017e+35 9.090705267467492478e+34 1.666956246828426435e+25 -8.014144174210525717e-01 1.503516836661171012e-06 1.128840322743527277e+21 -6.119660433807811998e-10
1.773323765888577327e+03 7.901526596719735000e+14 8.010491306861063687e+35 9.090698087519396493e+34 2.081987589661860133e+25 -8.014142564277862979e-01 1.743723417936058076e-06 1.128840231875685646e+21 -6.590402507999381512e-10
1.899989749166333013e+03 7.901523245220523750e+14 8.010487523554079717e+35 9.090690375728355868e+34 2.560752960605683299e+25 -8.014140835091211335e-01 2.001723002402610051e-06 1.128840134276916838e+21 -7.061144350806135711e-10
2.026655732444088471e+03 7.901519662584382500e+14 8.010483479330804691e+35 9.090682132095453427e+34 3.107804725736510453e+25 -8.014138986650631846e-01 2.277515573523420473e-06 1.128840029947225965e+21 -7.531885948076248883e-10
2.153321715721844157e+03 7.901515848811498750e+14 8.010479174191520474e+35 9.090673356621842091e+34 3.727695237785659073e+25 -8.014137018956186687e-01 2.571101113823443875e-06 1.128839918886618661e+21 -8.002627282995944350e-10
2.279987698999599615e+03 7.901511803902077500e+14 8.010474608136535498e+35 9.090664049308763325e+34 4.424976835249368954e+25 -8.014134932007945800e-01 2.882479604334880041e-06 1.128839801095100563e+21 -8.473368337420350530e-10
2.406653682277355529e+03 7.901507527856328750e+14 8.010469781166167045e+35 9.090654210157519471e+34 5.204201841499158997e+25 -8.014132725805982460e-01 3.211651025374322708e-06 1.128839676572678226e+21 -8.944109095866154926e-10
2.533319665555110532e+03 7.901503020674478750e+14 8.010464693280763390e+35 9.090643839169497724e+34 6.069922563892193459e+25 -8.014130400350373273e-01 3.558615355765596675e-06 1.128839545319358071e+21 -9.414849542184375579e-10
2.659985648832866445e+03 7.901498282356767500e+14 8.010459344480678710e+35 9.090632936346153530e+34 7.026691292881687278e+25 -8.014127955641200396e-01 3.923372573505884421e-06 1.128839407335146914e+21 -9.885589658894898403e-10
2.786651632110621904e+03 7.901493312903446250e+14 8.010453734766295223e+35 9.090621501689021661e+34 8.079060301127075610e+25 -8.014125391678547095e-01 4.305922655099585084e-06 1.128839262620052095e+21 -1.035632942984824720e-09
2.913317615388377362e+03 7.901488112314773750e+14 8.010447864138008426e+35 9.090609535199710671e+34 9.231581842604390378e+25 -8.014122708462505518e-01 4.706265576224440657e-06 1.128839111174081479e+21 -1.082706884022557228e-09
3.039983598666132821e+03 7.901482680591027500e+14 8.010441732596231527e+35 9.090597036879897369e+34 1.048880815171665572e+26 -8.014119905993168924e-01 5.124401311287437036e-06 1.128838952997242536e+21 -1.129780787188052245e-09
3.166649581943888279e+03 7.901477017732493750e+14 8.010435340141399868e+35 9.090584006731343421e+34 1.185529144240432727e+26 -8.014116984270633903e-01 5.560329833535818700e-06 1.128838788089544311e+21 -1.176854650866278709e-09
3.293315565221644192e+03 7.901471123739472500e+14 8.010428686773966502e+35 9.090570444755880586e+34 1.333558390725543931e+26 -8.014113943295002596e-01 6.014051115168103388e-06 1.128838616450994799e+21 -1.223928473442175365e-09
3.419981548499399651e+03 7.901464998612272500e+14 8.010421772494397762e+35 9.090556350955414415e+34 1.493423771661599511e+26 -8.014110783066382693e-01 6.485565127223046246e-06 1.128838438081603699e+21 -1.271002253234105123e-09
3.546647531777154654e+03 7.901458642351221250e+14 8.010414597303189497e+35 9.090541725331924243e+34 1.665580501770038128e+26 -8.014107503584882997e-01 6.974871839579633051e-06 1.128838252981380317e+21 -1.318075988626941173e-09
3.673313515054910567e+03 7.901452054956650000e+14 8.010407161200843458e+35 9.090526567887470570e+34 1.850483793370185765e+26 -8.014104104850620081e-01 7.481971220846047742e-06 1.128838061150334222e+21 -1.365149678005525689e-09
3.799979498332666026e+03 7.901445236428908750e+14 8.010399464187883532e+35 9.090510878624180307e+34 2.048588856290270198e+26 -8.014100586863710518e-01 8.006863238803748080e-06 1.128837862588475507e+21 -1.412223319621573362e-09
3.926645481610421939e+03 7.901438186768360000e+14 8.010391506264861648e+35 9.090494657544261530e+34 2.260350897778456753e+26 -8.014096949624277544e-01 8.549547859852349050e-06 1.128837657295814918e+21 -1.459296911926396531e-09
4.053311464888176943e+03 7.901430905975372500e+14 8.010383287432335633e+35 9.090477904649990565e+34 2.486225122413900226e+26 -8.014093193132449944e-01 9.110025049342670292e-06 1.128837445272363205e+21 -1.506370453304727146e-09
4.179977448165932401e+03 7.901423394050333750e+14 8.010374807690886929e+35 9.090460619943728596e+34 2.726666732017806418e+26 -8.014089317388357614e-01 9.688294771354685560e-06 1.128837226518131376e+21 -1.553443941941620102e-09
4.306643431443688314e+03 7.901415650993638750e+14 8.010366067041114687e+35 9.090442803427905060e+34 2.982130925564418762e+26 -8.014085322392137112e-01 1.028435698914159669e-05 1.128837001033131229e+21 -1.600517376421363225e-09
4.433309414721443318e+03 7.901407676805696250e+14 8.010357065483637241e+35 9.090424455105017646e+34 3.253072899092070929e+26 -8.014081208143926105e-01 1.089821166446369132e-05 1.128836768817374429e+21 -1.647590754928929518e-09
4.559975397999199231e+03 7.901399471486930000e+14 8.010347803019093586e+35 9.090405574977652587e+34 3.539947845614223622e+26 -8.014076974643868922e-01 1.152985875814343405e-05 1.128836529870873690e+21 -1.694664075848885082e-09
4.686641381276955144e+03 7.901391035037771250e+14 8.010338279648138952e+35 9.090386163048460680e+34 3.843210955030508587e+26 -8.014072621892114334e-01 1.217929822995444079e-05 1.128836284193641071e+21 -1.741737337632298237e-09
4.813307364554711057e+03 7.901382367458665000e+14 8.010328495371440372e+35 9.090366219320172044e+34 4.163317414037757854e+26 -8.014068149888814441e-01 1.284653003828838641e-05 1.128836031785689809e+21 -1.788810538464009019e-09
4.939973347832466061e+03 7.901373468750071250e+14 8.010318450189697346e+35 9.090345743795590584e+34 4.500722406041088975e+26 -8.014063558634125783e-01 1.353155414048806827e-05 1.128835772647033274e+21 -1.835883676861538748e-09
5.066639331110221065e+03 7.901364338912458750e+14 8.010308144103616754e+35 9.090324736477593991e+34 4.855881111064981339e+26 -8.014058848128206014e-01 1.423437049284738419e-05 1.128835506777685230e+21 -1.882956751142723626e-09
5.193305314387976978e+03 7.901354977946310000e+14 8.010297577113926136e+35 9.090303197369135589e+34 5.229248705664204730e+26 -8.014054018371222776e-01 1.495497905050030000e-05 1.128835234177659568e+21 -1.930029759625351671e-09
5.319971297665732891e+03 7.901345385852120000e+14 8.010286749221373692e+35 9.090281126473244334e+34 5.621280362834917632e+26 -8.014049069363343714e-01 1.569337976742083259e-05 1.128834954846970708e+21 -1.977102700627158993e-09
5.446637280943487895e+03 7.901335562630396250e+14 8.010275660426726805e+35 9.090258523793022968e+34 6.032431251925707115e+26 -8.014044001104742021e-01 1.644957259631200727e-05 1.128834668785633460e+21 -2.024175572532376479e-09
5.573303264221243808e+03 7.901325508281655000e+14 8.010264310730767619e+35 9.090235389331648021e+34 6.463156538548635596e+26 -8.014038813595594224e-01 1.722355748904994021e-05 1.128834375993662767e+21 -2.071248373791726688e-09
5.699969247498998811e+03 7.901315222806430000e+14 8.010252700134300410e+35 9.090211723092371653e+34 6.913911384490288973e+26 -8.014033506836081289e-01 1.801533439601767753e-05 1.128834076471074488e+21 -2.118321102656241680e-09
5.826635230776754725e+03 7.901304706205261250e+14 8.010240828638144215e+35 9.090187525078521657e+34 7.385150947622797960e+26 -8.014028080826390843e-01 1.882490326677132742e-05 1.128833770217884090e+21 -2.165393757509990215e-09
5.953301214054510638e+03 7.901293958478708750e+14 8.010228696243140205e+35 9.090162795293501457e+34 7.877330381814903404e+26 -8.014022535566709404e-01 1.965226404948491133e-05 1.128833457234107957e+21 -2.212466336736981909e-09
6.079967197332265641e+03 7.901282979627337500e+14 8.010216302950144309e+35 9.090137533740782731e+34 8.390904836843005103e+26 -8.014016871057232372e-01 2.049741669128342752e-05 1.128833137519762211e+21 -2.259538838654624687e-09
6.206633180610021554e+03 7.901271769651726250e+14 8.010203648760034592e+35 9.090111740423920166e+34 8.926329458302209944e+26 -8.014011087298157365e-01 2.136036113835385641e-05 1.128832811074864415e+21 -2.306611261580263614e-09
6.333299163887776558e+03 7.901260328552471250e+14 8.010190733673705352e+35 9.090085415346540392e+34 9.484059387517367668e+26 -8.014005184289687556e-01 2.224109733539001858e-05 1.128832477899431346e+21 -2.353683603964280449e-09
6.459965147165531562e+03 7.901248656330175000e+14 8.010177557692073023e+35 9.090058558512340136e+34 1.006454976145413275e+27 -8.013999162032027224e-01 2.313962522625869842e-05 1.128832137993480438e+21 -2.400755864123898246e-09
6.586631130443288384e+03 7.901236752985451250e+14 8.010164120816062894e+35 9.090031169925100982e+34 1.066825571263000427e+27 -8.013993020525388422e-01 2.405594475344451227e-05 1.128831791357030433e+21 -2.447828040309731752e-09
6.713297113721043388e+03 7.901224618518933750e+14 8.010150423046629769e+35 9.090003249588670919e+34 1.129563236902539609e+27 -8.013986759769984314e-01 2.499005585838295503e-05 1.128831437990098633e+21 -2.494900131038518743e-09
6.839963096998799301e+03 7.901212252931258750e+14 8.010136464384740256e+35 9.089974797506971726e+34 1.194713485399466704e+27 -8.013980379766034723e-01 2.594195848157140888e-05 1.128831077892704698e+21 -2.541972134627289952e-09
