0.000000000000000000e+00 1.280127387243039112e-03 1.444000000000008211e-03 1.638726127569689909e-04 0.000000000000000000e+00 -8.014154251202197932e-01 0.000000000000000000e+00 1.256025477448607930e+00 -3.107213575985156750e-13
8.575670616774042293e-04 1.280127368519718692e-03 1.443999976483040758e-03 1.638726079633219849e-04 3.814697265625000635e-12 -8.014154191574999198e-01 8.896557419252793918e-09 1.256025473703943796e+00 -6.953065259492150545e-06
1.715134123354808459e-03 1.280127312349759166e-03 1.443999905932141000e-03 1.638725935823817799e-04 3.051757696945710429e-11 -8.014154012693405216e-01 3.558622859759129827e-08 1.256025462469951837e+00 -1.390613024117423007e-05
2.572701185032212796e-03 1.280127218733163137e-03 1.443999788347313492e-03 1.638725696141503547e-04 1.029968171511670995e-10 -8.014153714557422648e-01 8.006901218413484237e-08 1.256025443746632497e+00 -2.085919475569519111e-05
3.430268246709616917e-03 1.280127087669935375e-03 1.443999623728566472e-03 1.638725360586310703e-04 2.441405868669984623e-10 -8.014153297167060375e-01 1.423449052242737521e-07 1.256025417533987110e+00 -2.781225852524439853e-05
4.287835308387021038e-03 1.280126919160083469e-03 1.443999412075912085e-03 1.638724929158286972e-04 4.768370417539532817e-10 -8.014152760522332830e-01 2.224139037147798842e-07 1.256025383832016562e+00 -3.476532133098347209e-05
5.145402370064425593e-03 1.280126713203615660e-03 1.443999153389364859e-03 1.638724401857492255e-04 8.239743195567241574e-10 -8.014152104623259998e-01 3.202760026038052752e-07 1.256025342640723075e+00 -4.171838293441567925e-05
6.002969431741829280e-03 1.280126469800543223e-03 1.443998847668943441e-03 1.638723778684001093e-04 1.308440535654618419e-09 -8.014151329469864082e-01 4.359311956798581377e-07 1.256025293960108646e+00 -4.867144306755693606e-05
6.860536493419233835e-03 1.280126188950878735e-03 1.443998494914668865e-03 1.638723059637901033e-04 1.953123778588496788e-09 -8.014150435062173949e-01 5.693794753497558736e-07 1.256025237790175719e+00 -5.562450150173728141e-05
7.718103555096638389e-03 1.280125870654637375e-03 1.443998095126566720e-03 1.638722244719293178e-04 2.780912105587711654e-09 -8.014149421400218465e-01 7.206208333047568504e-07 1.256025174130927402e+00 -6.257755799845659802e-05
8.575670616774042077e-03 1.280125514911835405e-03 1.443997648304664542e-03 1.638721333928291912e-04 3.814693538097023684e-09 -8.014148288484034266e-01 8.896552597434009488e-07 1.256025102982367025e+00 -6.953061230938454467e-05
9.433237678451446631e-03 1.280125121722492125e-03 1.443997154448994642e-03 1.638720327265025440e-04 5.077356057303539843e-09 -8.014147036313661321e-01 1.076482743926617793e-06 1.256025024344498364e+00 -7.648366417636018354e-05
1.029080474012885119e-02 1.280124691086628351e-03 1.443996613559591930e-03 1.638719224729635524e-04 6.591787599663749119e-09 -8.014145664889142928e-01 1.281103273955679128e-06 1.256024938217325637e+00 -8.343671338053600508e-05
1.114837180180625574e-02 1.280124223004266417e-03 1.443996025636494138e-03 1.638718026322276661e-04 8.380876052430499930e-09 -8.014144174210525717e-01 1.503516836661171012e-06 1.256024844600853285e+00 -9.038975968340491921e-05
1.200593886348365856e-02 1.280123717475431045e-03 1.443995390679742898e-03 1.638716732043117444e-04 1.046750924917978895e-08 -8.014142564277862979e-01 1.743723417936058076e-06 1.256024743495086193e+00 -9.734280281697101403e-05
1.286350592516106311e-02 1.280123174500149338e-03 1.443994708689383313e-03 1.638715341892340021e-04 1.287457496533777364e-08 -8.014140835091211335e-01 2.001723002402610051e-06 1.256024634900029913e+00 -1.042958425328935942e-04
1.372107298683846767e-02 1.280122594078449919e-03 1.443993979665463955e-03 1.638713855870140089e-04 1.562496091370794619e-08 -8.014138986650631846e-01 2.277515573523420473e-06 1.256024518815689994e+00 -1.112488786221446879e-04
1.457864004851587222e-02 1.280121976210363147e-03 1.443993203608035783e-03 1.638712273976725814e-04 1.874155473999828411e-08 -8.014137018956186687e-01 2.571101113823443875e-06 1.256024395242072655e+00 -1.182019108363782873e-04
1.543620711019327678e-02 1.280121320895921981e-03 1.443992380517154089e-03 1.638710596212320002e-04 2.224724401834775833e-08 -8.014134932007945800e-01 2.882479604334880041e-06 1.256024264179184335e+00 -1.251549389075875976e-04
1.629377417187068133e-02 1.280120628135160681e-03 1.443991510392876555e-03 1.638708822577158465e-04 2.616491624685348797e-08 -8.014132725805982460e-01 3.211651025374322708e-06 1.256024125627032140e+00 -1.321079626070781007e-04
1.715134123354808415e-02 1.280119897928116111e-03 1.443990593235265196e-03 1.638706953071490571e-04 3.051745884309800439e-08 -8.014130400350373273e-01 3.558615355765596675e-06 1.256023979585623396e+00 -1.390609816963230417e-04
1.800890829522549044e-02 1.280119130274826652e-03 1.443989629044384630e-03 1.638704987695578966e-04 3.532775913967665584e-08 -8.014127955641200396e-01 3.923372573505884421e-06 1.256023826054965431e+00 -1.460139959171343643e-04
1.886647535690289326e-02 1.280118325175333286e-03 1.443988617820303379e-03 1.638702926449700395e-04 4.061870437972385736e-08 -8.014125391678547095e-01 4.305922655099585084e-06 1.256023665035066683e+00 -1.529670050309780494e-04
